system_id,word,ner
11,宣捷,PERSON
11,聯電,ORG
11,宣明智,PERSON
11,未來年,DATE
11,台灣,GPE
11,台灣,GPE
11,美國,GPE
11,台灣,GPE
11,台積電,ORG
11,中國,GPE
11,台積電,ORG
11,美,GPE
11,張忠謀,PERSON
11,美,GPE
11,台積電,ORG
11,台灣,GPE
11,台灣,GPE
11,台灣,GPE
11,張忠謀,PERSON
11,美國,GPE
11,台灣,GPE
11,台灣,GPE
11,張忠謀,PERSON
11,宣明智,PERSON
11,台灣,GPE
11,第二,ORDINAL
11,台灣,GPE
11,台灣,GPE
11,三,CARDINAL
11,未來年,DATE
11,台灣,NORP
11,三,CARDINAL
11,台灣,GPE
11,宣明智,PERSON
11,台灣半導體,ORG
11,台灣,GPE
11,億美元,MONEY
11,台積電,ORG
11,台灣,GPE
11,球市,GPE
11,韓國,GPE
11,中國,GPE
11,台灣,NORP
11,韓國,GPE
11,中國,GPE
11,台灣,GPE
11,億美元,MONEY
11,日月光力成京元,ORG
11,台灣,GPE
11,美國,GPE
11,億美元,MONEY
11,聯發科,ORG
11,聯詠瑞昱,ORG
11,宣明智,PERSON
11,宣明智,PERSON
11,美國,GPE
11,台積電,ORG
11,宣明智,PERSON
11,美國,GPE
11,台積電,ORG
11,美,GPE
11,中,GPE
11,美國,GPE
11,去年,DATE
11,億美元,MONEY
11,美國,GPE
11,台積電,ORG
11,美國,GPE
11,美國,GPE
11,三成,PERCENT
11,宣明智,PERSON
11,台灣,NORP
11,美國,GPE
11,宣明智,PERSON
11,美,GPE
11,半天,DATE
11,台灣,GPE
11,宣明智,PERSON
11,三,CARDINAL
11,台灣,GPE
11,宣明智,PERSON
11,二,CARDINAL
11,台灣,GPE
11,台灣,GPE
11,台灣,GPE
11,宣明智,PERSON
11,尹啟銘,PERSON
11,中,GPE
11,美,GPE
11,兩,CARDINAL
11,中華民國,GPE
11,中,GPE
11,美,GPE
11,台灣,GPE
11,台灣,GPE
11,台灣,GPE
12,台積電,ORG
12,第二,ORDINAL
12,資通,ORG
12,矽谷,GPE
12,日本,GPE
12,台灣壽險公司,ORG
12,資通,ORG
13,工商時報,WORK_OF_ART
13,簡威瑟,PERSON
13,聯電,ORG
13,海通國際證券,ORG
13,聯電,ORG
13,聯電,ORG
13,海通國際證券,ORG
13,海通國際證券電子,ORG
13,蒲得宇,PERSON
13,年底,DATE
13,聯詠,ORG
13,海通國際,ORG
13,下半年,DATE
13,下半年,DATE
13,大陸,GPE
13,聯電,ORG
13,聯電,ORG
13,聯電,ORG
13,蒲得宇,PERSON
13,南韓,GPE
13,三,CARDINAL
13,聯電,ORG
13,米高,ORG
13,台積電,ORG
13,大陸,GPE
13,海通國際,ORG
13,聯詠,ORG
13,聯電,ORG
13,聯電,ORG
13,美股,NORP
14,台,GPE
14,緯創,ORG
14,凌群,PERSON
14,台積電,ORG
14,世芯,PERSON
14,愛普,PERSON
15,富邦證券,ORG
15,中興電,ORG
15,中鋼,ORG
15,緯創,ORG
15,英業達,ORG
15,欣興,ORG
15,宏碁,ORG
15,台塑,ORG
15,中華,GPE
15,新光鋼,ORG
15,廣達,ORG
15,永冠,ORG
15,奇鋐,ORG
15,穎崴,PERSON
15,友達,ORG
15,台勝科,ORG
15,聚陽,ORG
15,嘉基,ORG
15,瑞鼎,ORG
15,仁寶,ORG
15,緯穎,PERSON
15,瑞昱,ORG
15,智邦,ORG
15,東元,ORG
15,元大,ORG
15,開發金,ORG
15,晶華,ORG
15,元大金,ORG
15,台積電,ORG
15,台泥,ORG
15,長榮航太,ORG
15,力智,ORG
15,新唐,PERSON
15,第金,GPE
15,聯電,ORG
15,聯強,ORG
15,元大,ORG
15,台灣,GPE
15,元大,ORG
15,台灣,GPE
15,聯發科,ORG
15,兆豐金,PERSON
15,聯詠,ORG
15,國泰金,ORG
15,遠東,GPE
15,光寶科,ORG
15,台灣,GPE
15,群創,ORG
15,臻鼎,PERSON
15,台光,ORG
15,華航,ORG
15,上緯投控,ORG
15,中鴻,ORG
15,華擎,ORG
15,裕民,ORG
15,華新,ORG
15,台耀,ORG
15,中信金,ORG
15,技嘉,ORG
15,榮成,PERSON
15,康生,PERSON
15,儒鴻,PERSON
15,華碩,ORG
15,晶心科,PERSON
15,正新,ORG
15,智易,ORG
15,健鼎,ORG
15,晶技,ORG
15,台肥,ORG
15,百和,ORG
15,智伸科,PERSON
15,鈺齊,PERSON
15,嘉澤,ORG
15,振樺,PERSON
15,葡萄王,ORG
15,世芯,PERSON
15,美,GPE
15,華邦,ORG
15,華孚,ORG
15,旺宏,ORG
15,日月光投控,ORG
16,台灣證交所,ORG
16,緯創,ORG
16,鴻海,PERSON
16,英業達,ORG
16,金像,ORG
16,元大台灣,GPE
16,欣興,ORG
16,元大滬,PERSON
16,潤泰新,ORG
16,國泰智能,ORG
16,永豐金,ORG
16,臻鼎,PERSON
16,奇鋐,ORG
16,耿鼎,PERSON
16,群創,ORG
16,永冠,ORG
16,仁寶,ORG
16,台積電,ORG
16,中鴻,ORG
16,堤維西,ORG
16,王道銀行,ORG
16,國泰,ORG
16,台新金,ORG
16,兆豐金,ORG
16,台泥,ORG
16,裕隆,ORG
16,統實,PERSON
16,中華,GPE
16,毅嘉,ORG
16,國泰費城半導體,ORG
16,台汽電,ORG
16,建準,ORG
16,聯電,ORG
16,元大,ORG
16,中環,GPE
16,威健,ORG
16,智邦,ORG
16,晶豪科,ORG
16,華新,ORG
16,布蘭特,GPE
16,台中銀,ORG
16,京元電子,ORG
16,新光鋼,ORG
16,佳龍,PERSON
16,精元,PRODUCT
16,遠東,GPE
16,華邦,ORG
16,富邦,ORG
16,南亞科,ORG
16,威盛,ORG
16,盛達,ORG
16,東元,ORG
16,長榮航,PERSON
16,敦泰,GPE
16,日月光投控,ORG
16,寶成,ORG
16,華夏,ORG
16,虹堡,GPE
16,三陽,ORG
16,總太,ORG
16,聯發科,ORG
16,愛普,PERSON
16,環科,ORG
16,中信,ORG
16,中國,GPE
16,佳世達,ORG
16,中鼎,ORG
16,瑞昱,ORG
16,華孚,ORG
16,漢翔,ORG
16,元大,ORG
16,中租,ORG
16,遠傳,LAW
16,中石化,ORG
17,八,CARDINAL
17,中信金,ORG
17,緯創,ORG
17,布蘭特,GPE
17,中環,GPE
17,元大滬,ORG
17,臺企銀,ORG
17,國泰費城半導體,ORG
17,台泥,ORG
17,鴻海,ORG
17,精剛,ORG
17,華南,LOC
17,英業,ORG
17,富邦金,ORG
17,欣興,ORG
17,新光金,ORG
17,永冠,ORG
17,新光鋼,ORG
17,毅嘉,ORG
17,華電網,ORG
17,國泰台灣,GPE
17,潤泰,ORG
17,中鴻,ORG
17,耿鼎,ORG
17,中信,ORG
17,中國,GPE
17,統實,PERSON
17,康舒,ORG
17,仁寶,ORG
17,中信,ORG
17,東元,ORG
17,旺矽,ORG
17,茂迪,ORG
17,威健,ORG
17,和益,ORG
17,士電,ORG
17,中電,ORG
17,遠百,ORG
17,三商壽,PERSON
17,台肥,ORG
17,友達,ORG
17,永豐金,PERSON
17,中信電池,ORG
17,奇鋐,ORG
17,中鋼,ORG
17,榮剛,ORG
17,富邦,ORG
17,臺灣,GPE
17,舜,PERSON
17,元大,ORG
17,台灣,GPE
17,台新金,ORG
17,凌巨,ORG
17,華電,ORG
17,雙鴻,ORG
17,健喬,ORG
17,毅嘉,ORG
17,緯創,ORG
17,欣興,ORG
17,聯發科,ORG
17,鴻海,ORG
17,台積電,ORG
17,台積電,ORG
17,台積電,ORG
17,台積電,ORG
17,今天,DATE
18,百萬,CARDINAL
18,台積電,ORG
18,鴻海,ORG
18,欣興,ORG
18,緯創,ORG
18,世芯,PERSON
18,雙鴻,ORG
18,奇鋐,ORG
18,智邦,ORG
18,臻鼎,PERSON
18,百萬,CARDINAL
18,穎崴,PERSON
18,緯穎,PERSON
18,欣興,ORG
18,台塑,ORG
18,瑞鼎,ORG
18,台積電,ORG
18,譜瑞,PERSON
18,緯創,ORG
19,三,CARDINAL
19,張圖,PERSON
19,正隆,ORG
19,台積電,ORG
19,山隆,ORG
19,瑞儀,ORG
19,南茂,ORG
19,台灣,GPE
19,台積電,ORG
19,台灣,GPE
19,亞泥,ORG
19,水樹,PERSON
19,元大金,ORG
19,巴菲特,PERSON
19,巴菲特,PERSON
19,巴菲特,PERSON
19,今年,DATE
19,萬千,CARDINAL
19,萬,CARDINAL
20,台積電,ORG
20,工商時報,ORG
20,涂志豪,PERSON
20,台積電,ORG
20,工商時報,WORK_OF_ART
20,涂志豪,PERSON
20,台積電,ORG
20,年科睿,PERSON
20,百,CARDINAL
20,副法務長,ORG
20,陳碧莉,PERSON
20,台積電,ORG
20,去年,DATE
20,億美元,MONEY
20,台積電,ORG
20,台積電,ORG
20,陳碧莉,PERSON
20,台積電,ORG
20,台積電,ORG
20,億美元,MONEY
20,陳碧莉,PERSON
20,台積電,ORG
20,台積電,ORG
20,萬,CARDINAL
20,去年,DATE
20,美,GPE
20,第二,ORDINAL
20,台灣,GPE
20,第大,ORDINAL
20,美國,GPE
20,中國,GPE
20,台積電,ORG
20,百分之百,PERCENT
20,陳碧莉,PERSON
20,台積電,ORG
20,數千,CARDINAL
20,台積電,ORG
20,聯發科,ORG
20,莊承德,PERSON
20,聯發科,ORG
20,聯發,ORG
20,莊承德,PERSON
20,聯發科,ORG
20,台積電,ORG
20,台積電,ORG
20,聯發科,ORG
21,年月日,DATE
21,臺灣證券交易所證券櫃檯買賣中心公司,ORG
21,年月日,DATE
21,前日,DATE
21,今日,DATE
21,金額仟元,MONEY
21,元大,ORG
21,台灣,GPE
21,富時,ORG
21,台積電,ORG
21,聯電,ORG
21,緯創,ORG
21,耿鼎,ORG
22,台積電,ORG
22,歷年,DATE
23,台積電,ORG
23,上週,DATE
24,台積電,ORG
24,美國大型機械公司,ORG
24,五個月,DATE
24,前幾天,DATE
24,前幾天,DATE
25,紫光,ORG
25,趙偉國,PERSON
25,台積電,ORG
25,夏松,PERSON
25,日前,DATE
25,紫光集團,ORG
25,趙偉國,PERSON
25,趙偉國,PERSON
25,台積電,ORG
25,中,GPE
25,美,GPE
25,中共,ORG
25,八個月,DATE
25,趙偉國,PERSON
25,月日,DATE
25,中共國家監察委,ORG
25,趙偉國,PERSON
25,十八大後,DATE
25,趙偉國,PERSON
25,上市公司,ORG
25,上市公司,ORG
25,網日,PERSON
25,去年月日,DATE
25,紫光集團,ORG
25,刁石京,PERSON
25,趙偉國道,PERSON
25,中共,ORG
25,當天,DATE
25,北京,GPE
25,李祿媛,PERSON
25,趙偉國,PERSON
25,紫光,PRODUCT
25,中央社,ORG
25,趙偉國,PERSON
25,紫光集團,ORG
25,台積電,ORG
25,紫光,ORG
25,年月,DATE
25,年月日,DATE
25,紫光集團,ORG
25,北京市第中級法院,ORG
25,年月日,DATE
25,光集團,ORG
25,兩,CARDINAL
25,清華控股,ORG
25,北京健坤投資集團,ORG
25,北京,GPE
25,智廣芯控股,ORG
25,紫光集團,ORG
25,趙偉國,PERSON
25,財新網,ORG
25,趙偉國,PERSON
25,政府,ORG
25,紫光集團,ORG
25,紫光,ORG
25,年月,DATE
25,紫光集團,ORG
25,趙偉國,PERSON
25,趙偉國,PERSON
25,紫光集團,ORG
25,年月,DATE
25,紫光集團,ORG
25,兩家,CARDINAL
25,清華控股有限公司,ORG
25,北京,GPE
25,健坤投資集團有限公司,ORG
25,北京智廣芯控股,ORG
25,智廣芯,PERSON
25,智路建廣聯合體,ORG
25,紫光集團,ORG
25,年月日,DATE
25,紫光,PERSON
25,趙偉國,PERSON
25,趙偉國,PERSON
25,紫光集團,ORG
25,財新網,ORG
25,今年歲,DATE
25,趙偉國,PERSON
25,無線電電子學系,ORG
25,紫光,ORG
25,趙偉國,PERSON
25,清華,ORG
25,首,ORDINAL
25,江西,GPE
25,互聯網泡沫,EVENT
25,紫光,ORG
25,趙偉國,PERSON
25,紫光,ORG
25,北京健坤投資集團,ORG
25,趙偉國,PERSON
25,紫光,ORG
25,趙偉國,PERSON
25,紫光集團,ORG
25,億元,MONEY
25,年底,DATE
25,紫光,ORG
25,億元,MONEY
25,年底,DATE
25,紫光集團,ORG
25,億元,MONEY
25,十年之內,DATE
25,紫光集團,ORG
25,大陸,GPE
25,紫光集團,ORG
25,億元,MONEY
25,美股,NORP
25,兩,CARDINAL
25,展訊鋭迪科,ORG
25,大陸,GPE
25,紫光,ORG
25,億美元,MONEY
25,惠普,ORG
25,新華三集團,ORG
25,華,GPE
25,紫光,ORG
25,億歐元,MONEY
25,億元人民幣,MONEY
25,法國,GPE
25,，年,DATE
25,清華,ORG
25,紫光集團,ORG
25,清華,ORG
25,紫光集團,ORG
25,年月後,DATE
25,年月,DATE
25,紫光集團,ORG
25,中共,ORG
25,新浪網,ORG
25,趙偉國,PERSON
25,紫光集團,ORG
25,紫光股份,ORG
25,長江,LOC
25,近年來,DATE
25,中共,ORG
25,年月,DATE
25,高松濤,PERSON
25,從年月,DATE
25,國家集成電路產業投資基金股份有限公司,ORG
25,中紀委,ORG
25,路軍大基金,ORG
25,丁文武,PERSON
25,杜洋,PERSON
25,三,CARDINAL
25,楊征帆,PERSON
25,華芯,PERSON
25,二部,CARDINAL
25,劉洋,PERSON
25,光集團,ORG
25,月日,DATE
25,紫光集團,ORG
25,趙偉國,PERSON
25,紫光科技服務集團,ORG
25,李祿媛,PERSON
25,趙偉國,PERSON
25,微博,ORG
25,深圳,GPE
25,張逸軒,PERSON
25,中國,GPE
25,前些年,DATE
25,萬億,CARDINAL
25,台積電,ORG
25,紫光,ORG
25,趙偉國,PERSON
25,去年,DATE
25,智廣芯控股,ORG
26,葉倫番,PERSON
26,美股,NORP
26,洪啟原,PERSON
26,美國,GPE
26,葉倫,PERSON
26,美,GPE
26,那斯達克,ORG
26,三,CARDINAL
26,費城半導體,ORG
26,台積電,ORG
26,第共和銀行,ORG
26,美國地區性銀行,ORG
26,葉倫日,PERSON
26,上午,TIME
26,美國,GPE
26,羅奇,PERSON
26,聯準會,ORG
26,前幾天,DATE
27,十千,CARDINAL
27,經濟日報,WORK_OF_ART
27,王奐敏,PERSON
27,台北,GPE
27,周,PERSON
27,昨日,DATE
27,緯穎,PERSON
27,十千,CARDINAL
27,九千,CARDINAL
27,昨日,DATE
27,兩,CARDINAL
27,台積電,ORG
27,八,CARDINAL
27,億元,MONEY
27,上周,DATE
27,九千,CARDINAL
27,昨日,DATE
27,十千,CARDINAL
27,今年,DATE
27,緯穎,PERSON
27,三,CARDINAL
27,昨天,DATE
27,億元,MONEY
27,億元,MONEY
27,中信金新光,ORG
27,金玉山,GPE
27,金臺企銀,ORG
27,金華航,ORG
27,陽明,PERSON
27,華新,ORG
27,億元,MONEY
27,億元,MONEY
27,八,CARDINAL
27,億元,MONEY
27,中信金國票金群,ORG
27,臺企銀,ORG
27,威盛,GPE
27,南金遠東,GPE
27,華航,ORG
27,富邦投顧,ORG
27,蕭乾祥,PERSON
27,美台,GPE
27,兩,CARDINAL
27,昨天,DATE
27,台股,GPE
27,美股,NORP
27,明天凌晨,TIME
28,台積電,ORG
28,四,CARDINAL
28,工商時報,WORK_OF_ART
28,蘇嘉維,PERSON
28,工商時報,WORK_OF_ART
28,蘇嘉維,PERSON
28,四,CARDINAL
28,輝達,ORG
28,台積電,ORG
28,台積電,ORG
28,近月,DATE
28,今日,DATE
28,台積電,ORG
28,竹科寶山,FAC
28,二,CARDINAL
28,台積電,ORG
28,第期,ORDINAL
28,第二,ORDINAL
28,四,CARDINAL
28,台積電,ORG
28,新思科技,ORG
28,輝達,ORG
28,輝達,ORG
28,艾司摩爾,ORG
28,全日,DATE
28,輝達,ORG
28,黃仁勳,PERSON
28,輝達,PERSON
28,台積電艾司摩爾新思科技,ORG
28,黃仁勳,PERSON
28,數百億小時,QUANTITY
28,萬,CARDINAL
28,台積電,ORG
28,魏哲家,PERSON
28,台積電,ORG
28,新竹廠,ORG
28,台中廠,ORG
28,台中市,GPE
28,台中市,GPE
28,南科,GPE
28,台南,GPE
29,台積電,ORG
29,德,GPE
29,台灣歐盟,ORG
29,高兆麟,PERSON
29,台積電,ORG
29,德國,GPE
29,台灣,GPE
29,歐盟,ORG
29,台積電,ORG
29,德國,GPE
29,德累斯頓,GPE
29,路透社,ORG
29,美國,GPE
29,日本,GPE
29,台積電,ORG
29,歐洲,LOC
29,歐盟,ORG
29,今年月,DATE
29,台灣,GPE
29,歐盟,ORG
29,中央社,ORG
29,月日,DATE
29,台灣,GPE
29,歐盟,ORG
29,歐盟,ORG
29,中國大陸,GPE
29,台灣,GPE
29,台,GPE
29,歐盟,ORG
29,歐洲議會不同黨團,ORG
29,台灣,GPE
29,歐盟,ORG
29,台灣外交部,ORG
29,淳,PERSON
29,行政機關歐盟委員會,ORG
29,歐盟執委會,ORG
29,歐盟,ORG
29,亞太,LOC
29,古納,PERSON
29,維岡,PERSON
29,台灣,GPE
29,歐委會貿易總署,ORG
29,艾德琳,PERSON
29,辛德爾,PERSON
29,台,GPE
29,台積電,ORG
29,德,GPE
29,台灣歐盟,ORG
29,台積電,ORG
29,歐洲,LOC
29,歐盟,ORG
29,台灣,GPE
29,台積電,ORG
29,台灣,GPE
29,米國,GPE
29,德國,GPE
29,米國,GPE
29,歐洲,LOC
29,日本人,NORP
30,山隆,ORG
30,台積電,ORG
30,正隆,ORG
30,南茂,ORG
30,亞泥,ORG
30,瑞儀,ORG
30,元大金,ORG
30,台灣,GPE
31,高嘉瑜,PERSON
31,張台積電,ORG
31,皮心瑀,PERSON
31,監察院,ORG
31,民進黨,ORG
31,高嘉瑜,PERSON
31,萬元,MONEY
31,台積電,ORG
31,去年,DATE
31,高嘉瑜,PERSON
31,台積電,ORG
31,中鋼春源,ORG
31,鴻大成鋼聯電台,ORG
31,亞友達,PERSON
31,聯發,ORG
31,科瑞軒,ORG
31,陽明華航,ORG
31,晶心科力積電志超大國鋼,ORG
31,高嘉瑜,PERSON
31,前年,DATE
31,張台積電,ORG
31,去年,DATE
31,今年,DATE
31,萬元,MONEY
31,高嘉瑜,PERSON
31,萬元,MONEY
31,萬元,MONEY
31,內湖,GPE
31,發哥,PERSON
32,台積電,ORG
32,吳栢妤,PERSON
32,上禮拜,DATE
32,今天,DATE
32,今天,DATE
32,今天,DATE
32,日,GPE
32,韓,GPE
32,台股,ORG
32,今日,DATE
32,呂漢威,PERSON
32,台積電,ORG
32,今天,DATE
32,台積電,ORG
32,昨天,DATE
32,今天,DATE
32,台積電,ORG
32,今天,DATE
32,今天,DATE
32,台積電,ORG
32,美國矽谷銀行風暴,EVENT
32,美國,GPE
32,今晚,TIME
32,美國聯準會,ORG
32,從月,DATE
32,美國,GPE
32,萬五至萬六,CARDINAL
32,今天,DATE
32,美國,GPE
32,歐洲,LOC
32,瑞銀,ORG
32,今天,DATE
32,台積電,ORG
32,從天,DATE
32,今天,DATE
33,蘇嘉維,PERSON
33,輝達,ORG
33,黃仁勳,PERSON
33,萬,CARDINAL
33,台積電,ORG
33,台積電奈米,ORG
33,下半年,DATE
33,台積電奈米,ORG
33,輝達,PERSON
33,黃仁勳,PERSON
33,輝達,PERSON
33,輝達,PERSON
33,微軟,ORG
33,萬,CARDINAL
33,輝達,PERSON
33,下半年,DATE
33,台,GPE
33,台積電,ORG
33,台積電,ORG
33,第季,DATE
33,五成,PERCENT
33,高通聯發科,ORG
33,今年第三季,DATE
33,若輝達,PERSON
33,台積電,ORG
33,第三,ORDINAL
33,七成,CARDINAL
33,台積電,ORG
33,台積電,ORG
33,",億元年",MONEY
33,台積電,ORG
33,第季,ORDINAL
33,億美元,MONEY
33,新台幣兌美元,MONEY
33,新台幣,MONEY
33,",億元",MONEY
33,去年,DATE
33,第四季,DATE
33,台積電,ORG
33,第二,ORDINAL
33,第三,ORDINAL
33,第三,ORDINAL
33,萬六,CARDINAL
33,明年,DATE
34,漢唐年月,DATE
34,台積電,ORG
34,美國,GPE
34,第期,ORDINAL
34,億美元,MONEY
34,二,CARDINAL
34,美國,GPE
34,億美元,MONEY
34,台積計畫第廠,ORG
34,第廠,ORG
34,今年到明年初,DATE
34,漢唐,ORG
34,今年,DATE
35,富邦證券,ORG
35,台泥,ORG
35,東元,ORG
35,緯創,ORG
35,新光鋼,ORG
35,廣達,ORG
35,中華,GPE
35,欣興,ORG
35,智邦,ORG
35,台勝科,ORG
35,頡,PERSON
35,聯詠,ORG
35,聚陽,ORG
35,永冠,ORG
35,光寶科,ORG
35,瑞鼎,ORG
35,東哥,ORG
35,亞泥,ORG
35,台積電,ORG
35,愛普,PERSON
35,界霖,PERSON
35,豐泰,ORG
35,永豐金,PERSON
35,威鋒電子,ORG
35,開發金,ORG
35,宏全,ORG
35,穎崴,PERSON
35,慧洋,ORG
35,緯穎,PERSON
35,裕隆,ORG
35,長榮航太,ORG
35,國泰金,ORG
35,台新金,ORG
35,仁寶,ORG
35,和泰車,ORG
35,奇鋐,ORG
35,富邦,ORG
35,台灣,GPE
35,富邦金,ORG
35,漢翔,ORG
35,中信金,ORG
35,華新,ORG
35,金像,ORG
35,臻鼎,PERSON
35,華夏,ORG
35,榮成,PERSON
35,合勤,ORG
35,華城,GPE
35,台耀,ORG
35,智易,ORG
35,華擎,ORG
35,景碩,ORG
35,裕民,ORG
